Country,series,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
Algeria,primary_female,106.830657958984,106.322799682617,108.362243652344,109.026237487793,109.444610595703,109.72486114502,109.131210327148,109.464752197266,107.869819641113,109.531860351562,110.05491697878,109.176166133353,109.016573132234,109.588509564107,108.608708116565,107.160035892483,106.486573231473,105.530397645282,104.765879672121,103.881432911354,106.876410575942,103.098310810066,104.251460060468,104.747647419492,106.63011396245
Algeria,primary_male,112.417808532715,111.505737304688,112.813087463379,113.565650939941,113.693008422852,114.880828857422,114.829856872559,115.034317016602,113.791297912598,117.296119689941,117.404635636794,116.139393935418,114.984719773604,114.961862075346,113.56660140212,111.900036181602,111.541783296623,110.481850431968,109.322914104742,108.160088908066,110.117952488792,106.31359705313,107.182325428735,106.890220761401,106.11797623843
Algeria,primary,109.734397888184,109.017837524414,110.677276611328,111.387786865234,111.655128479004,112.398590087891,112.077087402344,112.334480285645,110.910949707031,113.491889953613,113.807026512965,112.733764527322,112.067747390185,112.336630248486,111.144837219297,109.584787441309,109.072307418092,108.062271942986,107.095121871029,106.067513980116,108.531941210547,104.739764213022,105.74715363116,105.840748480875,106.368889468205
Arab World,primary,88.1032562255859,88.6069107055664,89.5031585693359,90.3268814086914,90.5332489013672,90.237190246582,91.5258178710938,91.2251892089844,91.4636917114258,91.3790130615234,91.6954574584961,90.8111190795898,92.1455764770508,88.6862106323242,87.7741394042969,87.7070693969727,87.8686981201172,88.2721176147461,88.7614593505859,89.0579376220703,89.6436614990234,89.5069427490234,88.1042404174805,91.053581237793,91.5640716552734
Arab World,primary_male,93.2574615478516,93.3185272216797,93.9094390869141,94.443977355957,94.4863433837891,94.0869827270508,95.4195404052734,95.0440521240234,95.0170593261719,94.7975921630859,94.9847564697266,94.3305892944336,95.217887878418,91.5713119506836,90.3999481201172,90.3381729125977,90.2205505371094,90.5882568359375,91.0492935180664,91.1403579711914,91.708251953125,91.5369110107422,90.201042175293,93.0848388671875,93.3977890014648
Arab World,tertiary_male,17.5088691711426,17.9445495605469,18.5274600982666,18.1928901672363,19.4481391906738,20.167350769043,20.3604202270508,21.4095897674561,21.4908409118652,22.3288307189941,23.0734996795654,22.5760993957519,24.0450496673584,25.7630596160889,27.0713405609131,28.3056392669678,28.4878406524658,29.45578956604,30.2424201965332,30.5334701538086,31.2983894348144,31.3516902923584,31.0107097625732,31.8071002960205,33.5946006774902
Arab World,secondary_female,56.1960716247559,57.5917701721191,58.7111282348633,60.5331802368164,61.9100914001465,61.6643486022949,61.9617195129395,61.0592498779297,61.1059417724609,62.877799987793,63.3116188049316,65.2037963867188,65.3947219848633,63.5361595153809,63.9555587768555,64.5253677368164,64.8255615234375,65.4355316162109,65.6868133544922,66.192512512207,66.1664199829102,66.8292694091797,68.3780136108398,67.6763610839844,68.0927886962891
Arab World,secondary_male,62.0485000610352,63.2122497558594,63.5881195068359,64.8697967529297,66.1074981689453,65.1168594360352,64.984260559082,63.8065414428711,63.9938201904297,66.0612869262695,66.491340637207,68.1433868408203,68.7666931152344,67.0570220947266,67.4220428466797,67.7083435058594,68.0219268798828,68.3695068359375,68.3659515380859,68.5187377929688,68.3533020019531,69.1250610351562,70.4906692504883,69.5897369384766,69.6640167236328
Arab World,secondary,59.2162818908691,60.4908599853516,61.2261085510254,62.7699584960938,64.0756912231445,63.4458312988281,63.5213584899902,62.4767303466797,62.5955390930176,64.5199203491211,64.951042175293,66.7186431884766,67.1283721923828,65.3426971435547,65.7318267822266,66.154541015625,66.4599990844727,66.9350433349609,67.0554885864258,67.3800735473633,67.2821731567383,68.0012435913086,69.4561386108398,68.6525421142578,68.8945465087891
Arab World,tertiary,16.8672409057617,17.4352397918701,18.2287998199463,18.2871894836426,19.4084701538086,20.39501953125,20.922119140625,21.5595207214356,22.4240398406982,23.2823505401611,24.0447006225586,23.5923805236816,24.9674091339111,26.6111106872559,27.9501495361328,29.4163494110107,29.9698600769043,30.7080307006836,31.8304405212402,32.1644706726074,32.7869911193848,32.6684608459473,32.7095909118652,33.2456398010254,35.0803985595703
Arab World,tertiary_female,16.152530670166,16.8689403533936,17.8973999023438,18.3915195465088,19.3647308349609,20.6458606719971,21.5399894714356,21.7241897583008,23.4479999542236,24.3333301544189,25.1151504516602,24.71217918396,25.9803504943848,27.5376396179199,28.9061603546143,30.6191902160644,31.5670204162598,32.0461616516113,33.5179100036621,33.8893508911133,34.361141204834,34.0556983947754,34.4974098205566,34.7579307556152,36.6406402587891
Arab World,primary_female,82.6585006713867,83.6286315917969,84.8486633300781,85.9767913818359,86.3581695556641,86.1738128662109,87.4204788208008,87.2020721435547,87.7240295410156,87.7877197265625,88.2430114746094,87.1210403442383,88.9285430908203,85.6685028076172,85.0300674438477,84.9579010009766,85.4079132080078,85.8488311767578,86.3674774169922,86.8806381225586,87.4853973388672,87.3852462768555,85.915901184082,88.9331512451172,89.6506195068359
Armenia,tertiary_male,28.3751392364502,26.9192600250244,29.2614803314209,30.960319519043,30.0945205688477,31.8863391876221,36.2342414855957,38.948600769043,40.738899230957,44.0380210876465,45.8429970015534,47.3271382514697,41.0031015845719,42.1873738270967,44.5363234912114,44.2140979511177,47.7467811158798,49.1649792288583,50.2861806311208,47.5496253301742,45.4021504366607,49.8215233225604,50.3078362803527,48.7505459352904,44.2830093719996
Armenia,primary_female,89.3930816650391,98.8236389160156,97.271369934082,98.905403137207,99.4060592651367,98.3288803100586,102.022926330566,114.225563049316,115.340843200684,112.997222900391,100.381197085211,96.7120628469168,95.5025790337122,94.4145308349487,92.9883487568291,91.7386243672685,91.5503722738354,91.6042828980428,91.0746742929774,91.6855554570665,92.4103578082817,93.5532981935418,95.4472749970741,96.6487760178034,101.020340904597
Armenia,tertiary,32.5305213928223,31.3409194946289,33.9618911743164,35.0657081604004,35.8360900878906,37.7094497680664,41.5903587341309,44.4558410644531,46.5244903564453,49.0897102355957,50.5839875932926,51.2949290708131,44.4855719494927,44.8347790892711,47.7150849538629,48.7313687040259,54.3432877365993,55.5065519523494,57.4585357681354,53.5944174785534,52.3331534448642,56.6235144830279,57.1818422625098,56.2770051010456,52.7748065090859
Armenia,primary,90.6347198486328,100.956871032715,100.275489807129,102.086128234863,102.151290893555,100.4091796875,103.896697998047,116.752250671387,117.701438903809,113.782722473145,100.985866600546,98.334903726507,97.0881274408756,95.8742927261572,94.4177603466209,93.088059144009,93.1108003536782,93.0989957836376,92.1345008167579,92.3228240527597,92.8692618061259,94.6392203828781,96.9454296559019,98.0899878191202,101.990554375733
Armenia,tertiary_female,36.458179473877,35.4469299316406,38.3072319030762,38.8413581848145,41.1221504211426,43.0884094238281,46.5598487854004,49.5892791748047,51.9514617919922,53.7788314819336,54.9448066404822,54.928687049735,47.6724416529669,47.2975713824265,50.7360867668963,53.1382998072096,60.9481935381187,62.0346194758727,65.0200757141218,59.9717740488692,59.5712079237049,63.5877617542473,64.0635593742681,63.8260087137715,61.2979414360648
Armenia,primary_male,91.8628997802734,103.110359191895,103.309211730957,105.274681091309,104.861831665039,102.424850463867,105.675193786621,119.109039306641,119.854446411133,114.48365020752,101.5240987571,99.7988863502661,98.5192497532083,97.1938477513142,95.7128966675506,94.312988353236,94.5275298509248,94.451048951049,93.0837801837494,92.8929064999207,93.2811540124229,95.6224587904132,98.3200295903879,99.4184082243352,102.88931223134
Azerbaijan,primary,97.2074890136719,98.8610000610352,98.3494262695312,96.2132415771484,97.2613296508789,95.526969909668,94.2166595458984,94.7712020874023,94.0724716186523,95.0685729980469,93.7623031735616,95.573632238702,97.9553073516457,100.500447800934,106.059885931559,106.601494422512,106.431739366993,103.294100040645,99.7221014157127,97.9353503349024,98.2360713897839,97.7305001044597,99.8082977244143,101.979698816442,105.625024046785
Azerbaijan,primary_female,96.2939834594727,98.0372695922852,97.1072692871094,93.3720397949219,95.4102172851562,92.7838363647461,91.0431671142578,94.6150665283203,93.8072509765625,94.5209808349609,93.2366122610635,94.5704700836554,96.8885339164752,98.8164990148294,105.492947234868,105.635978572318,105.864698472122,104.193723938607,100.014619733921,99.5354380343283,99.9077756456514,97.543975566071,99.4638400661942,101.606812830924,105.241970021413
Azerbaijan,primary_male,98.0977172851562,99.6396408081055,99.5311813354492,98.9646606445312,99.0220718383789,98.1721267700195,97.2397308349609,94.9113693237305,94.3076400756836,95.5498199462891,94.2229707513463,96.4497370587668,98.8886563728494,101.974849048894,106.555916188135,107.443361008621,106.922404013067,102.520035308969,99.4711201866978,96.5601986399932,96.7764174693366,97.8942042292156,100.111656005477,102.309124995405,105.964184557352
Belarus,tertiary_female,62.6487808227539,65.0250396728516,68.3930892944336,71.7289276123047,73.3427886962891,75.9345474243164,79.4934234619141,83.7997894287109,85.5074920654297,90.4933700561523,95.3766859764508,103.172948286202,109.531699203018,110.320258557367,108.158226045773,107.505425804153,103.779106864839,99.7123512750371,92.1089007484019,86.6836374430497,85.3012885902356,84.1475046521849,82.6085502906297,78.4458374741992,75.5513245422279
Belarus,primary_male,118.160110473633,118.181823730469,115.365180969238,105.896827697754,105.659469604492,103.681381225586,102.384269714355,100.61897277832,99.8961029052734,101.086059570312,100.826903990305,100.871229988069,100.137558448474,99.3784116538281,98.7583023518109,98.4453700356094,99.1906872570885,99.0700062241889,98.2357847969703,97.2074143758057,95.6347223823493,95.4109566175366,96.4483211696759,95.2924924286701,96.8902598996285
Belarus,tertiary_male,46.7428588867188,48.5178489685059,49.9305686950684,51.9612884521484,52.9878196716309,55.4242095947266,57.6459007263184,59.0247001647949,57.8922004699707,61.1244812011719,65.7404621083213,72.3903798423734,78.3178621311941,81.5013590770826,81.2110655446921,80.8521444910772,79.9960807995169,79.8238261995253,77.7029374136865,76.2019210354228,74.808762019749,73.3627020387243,71.8947145324429,67.5048163457277,64.9532960176833
Belarus,primary_female,116.642196655273,116.76602935791,113.834411621094,104.802719116211,102.204368591309,100.47779083252,100.119499206543,99.012077331543,99.7192001342773,100.409446716309,100.72800352129,100.986820863542,100.067785121166,99.4277021984961,98.8842775050089,98.5011143547729,99.656136148126,98.9073517275329,98.2157900216756,96.8818292282885,95.4087290272064,95.6494392374338,94.3483220424583,95.1395108208923,96.7502642884455
Belarus,tertiary,54.5108413696289,56.5885696411133,58.9719886779785,61.6584510803223,62.9585113525391,65.4601211547852,68.3140869140625,71.1050872802734,71.3163528442383,75.3678512573242,80.1169697729485,87.3373753061346,93.4729592664074,95.4975003100193,94.316359554493,93.7888271999214,91.5206757734477,89.4706479354735,84.7097808751504,81.2921953254514,79.900160036935,78.6027133367864,77.0977334087936,72.8250212584046,70.1107509145358
Belarus,primary,117.421142578125,117.492881774902,114.62126159668,105.365631103516,103.979820251465,102.126327514648,101.282920837402,99.8373336791992,99.810188293457,100.756843566895,100.778805231093,100.927399800314,100.103580941107,99.4024127097705,98.8196297844518,98.4724784063299,99.4165601023018,98.9911352828846,98.2260831226448,97.0494273050719,95.5250148309274,95.5266437473141,95.4307149291864,95.2183631035768,96.8224030073024
Belize,primary_male,118.523063659668,118.055198669434,114.672821044922,119.660186767578,121.96021270752,122.572563171387,121.732330322266,118.795738220215,117.272407531738,116.354942321777,114.816231145103,114.341496540894,116.823939471223,115.820679065006,115.387908888508,116.20855523106,118.875572020048,118.364292631394,117.575891867937,115.83063047052,113.993431563998,108.732755571277,102.610057421263,98.3677306328249,96.8786857624263
Belize,primary_female,115.479560852051,116.069633483887,112.479148864746,117.933219909668,119.204643249512,117.962646484375,117.957046508789,116.728607177734,113.293891906738,112.69896697998,111.03986135182,110.16684723727,113.584380571379,111.169421849033,110.197252553716,110.912073781758,113.190585896915,112.78457239705,112.117146294069,113.022866703848,110.42750929368,105.874994208405,100.401112174666,97.179441260745,96.0660514813016
Belize,primary,117.034683227539,117.08415222168,113.59684753418,118.811058044434,120.602569580078,120.297348022461,119.866386413574,117.773338317871,115.303932189941,114.545341491699,112.946476456076,112.275924178746,115.222578079659,113.524076873246,112.82886168273,113.602548159784,116.084024666164,115.629980470942,114.90527173544,114.458351316357,112.251430128031,107.337270073984,101.531373116389,97.7874461619187,96.4819245941926
Bhutan,primary_female,73.3110427856445,76.217399597168,79.1483917236328,83.6110916137695,89.1308364868164,93.3196029663086,98.9142913818359,103.704078674316,108.600547790527,113.843208312988,116.977561950684,117.623512268066,116.609367370605,109.633567810059,107.579177856445,105.841598531903,104.022659301758,102.527753499931,102.413086329185,101.564322691502,108.151407176877,110.697975701338,110.685273190608,111.666666077712,119.291420670964
Bhutan,primary,77.8631820678711,79.7490081787109,81.8688430786133,84.8784332275391,88.8356399536133,92.4433975219727,97.0613403320312,101.103286743164,104.533050537109,109.009880065918,111.975852966309,113.566772460938,113.019607543945,106.841247558594,104.719581604004,103.099495619907,101.324020385742,99.7447717881834,99.3060254263897,97.989926908949,103.826009511759,105.461046747645,105.266151405341,106.687397950258,114.881123575514
Bhutan,primary_male,82.2351837158203,83.1318283081055,84.4655609130859,86.0800323486328,88.5581207275391,91.6259384155273,95.3501129150391,98.7228698730469,100.830039978027,104.614471435547,107.404312133789,109.827049255371,109.683906555176,104.232940673828,102.04517364502,100.54185410756,98.8222503662109,97.1873943582838,96.4662255667726,94.7347574317318,99.8926295733677,100.699984941603,100.34969748512,102.135094146984,110.817637030836
Burkina Faso,primary_female,35.4129486083984,37.0760192871094,38.1977195739746,40.5561599731445,45.641918182373,50.1586418151855,54.0271415710449,59.7971115112305,65.9228591918945,70.8806381225586,72.4802115410667,76.3981670501817,79.41733598957,81.5534958625298,83.1084795296493,83.7284954045849,86.1668542039014,88.5809714131362,90.5009882550909,89.3300926646325,87.8947657705689,87.5637630729409,83.2235253009284,73.4497497046292,78.3039625067193
Burkina Faso,primary,42.8175315856934,44.3381385803223,45.1330909729004,47.5335502624512,52.1790885925293,56.6982612609863,60.375,65.8891830444336,71.3662185668945,75.7858963012695,76.4055299539171,79.7322151346571,81.98174251568,83.2890892862992,84.5538716285922,85.1484827713554,87.4065255935815,89.5118329042903,91.5019771306419,89.7861564043823,87.6988473437538,87.0183353617198,82.2567064320916,72.2385948607578,77.1665925504108
Burkina Faso,primary_male,50.0329399108887,51.4179000854492,51.8985481262207,54.3445091247559,58.5631408691406,63.0858383178711,66.5741806030273,71.8349533081055,76.6736526489258,80.563850402832,80.2232299596864,82.9727436707281,84.4733140256516,84.9752530289574,85.9579789380608,86.5275695330647,88.6101254255703,90.4154863352283,92.4735355553231,90.2286887501415,87.5087910500046,86.4893185752264,81.3191114540529,71.0642766859465,76.0639562647496
Cambodia,primary_male,109.781562805176,116.87425994873,130.241149902344,132.380325317383,134.199081420898,134.034317016602,132.511840820312,131.606384277344,127.190406799316,126.939949035645,125.863548278809,121.780579246394,118.333034797379,120.178077744179,111.122191165678,105.262329438823,103.024508500353,102.235996747116,101.200026768493,102.201439604311,108.880889892578,106.413669721355,106.239215266906,109.094020284775,111.146219714642
Cambodia,primary_female,95.6034774780273,103.619537353516,116.887901306152,120.439491271973,123.646949768066,124.886177062988,124.118232727051,123.633346557617,120.772163391113,120.457588195801,120.731567382812,115.610449965525,112.381424911994,111.258624043453,106.673207061807,102.195360749337,100.390272737799,99.0886822280737,98.0772877016142,98.6792042848618,105.079322814941,104.104167820216,106.427598526169,104.901075458282,106.706506214922
Cambodia,primary,102.792739868164,110.342948913574,123.66854095459,126.512390136719,129.020355224609,129.551315307617,128.404861450195,127.717086791992,124.066017150879,123.781600952148,123.357803344727,118.762440557356,115.41843697639,115.808136523857,108.942219609284,103.759672683505,101.734266788056,100.69503505776,99.6739108443274,100.480819545412,107.021018981934,105.282475574163,106.331544381276,107.039014463223,108.971332849667
Cameroon,tertiary,4.69010019302368,4.71602010726929,5.15587997436523,5.22031021118164,5.22725009918213,6.03904008865356,7.07693004608154,7.57396984100342,8.20874977111816,9.40400981903076,11.5745716750246,12.5102445161105,13.5363302230835,15.7712802886963,16.7535896301269,17.2970758627753,12.7046554004596,12.9818161813936,14.5449548868213,15.0528614131463,15.5519566247682,17.1581831920239,16.4371527754335,16.0404395184936,16.6614294830602
Caribbean small states,primary,98.6091384887695,97.7260513305664,96.4758224487305,96.9032363891602,98.4158630371094,98.6311187744141,98.7633972167969,98.6062469482422,101.459197998047,102.052131652832,101.148361206055,101.958076477051,101.867828369141,101.052429199219,99.7497100830078,99.7156524658203,99.3314819335938,98.6822204589844,99.6965789794922,98.5789184570312,97.1622467041016,96.2688369750977,95.41455078125,93.2237777709961,94.0412826538086
Caribbean small states,secondary_male,78.4869918823242,79.85009765625,79.7033767700195,79.9610977172852,82.4010009765625,81.6763534545898,82.5393981933594,83.5065231323242,84.5568389892578,86.3012008666992,85.5907974243164,86.9518203735352,85.990852355957,84.3864135742188,84.5071029663086,83.7815093994141,85.9492721557617,84.6026916503906,84.3020401000977,85.6315231323242,83.8817672729492,83.6354370117188,82.9480361938477,84.3772735595703,84.7179870605469
Caribbean small states,secondary,81.2740173339844,82.5914535522461,82.9308166503906,82.6902618408203,84.7573776245117,84.3032684326172,85.2551879882812,86.2248992919922,87.3981399536133,88.3771362304688,88.9340286254883,90.3090133666992,89.2785263061523,87.6178512573242,87.7550201416016,86.7618789672852,88.6953125,87.5022735595703,86.9079513549805,87.9669418334961,86.0121917724609,85.8405685424805,84.883918762207,85.927131652832,85.9280090332031
Caribbean small states,primary_female,98.0729827880859,97.0614013671875,95.8623123168945,96.1601409912109,97.6028594970703,97.6312408447266,97.7735214233398,97.7175369262695,100.409393310547,100.911613464355,99.917839050293,100.978149414062,101.133522033691,99.7182006835938,98.6988525390625,100.066093444824,98.5020904541016,97.8564682006836,98.3956069946289,97.8233184814453,96.4489212036133,95.9115982055664,94.4828109741211,92.6409530639648,93.4609680175781
Caribbean small states,primary_male,99.1290512084961,98.3701095581055,97.0702514648438,97.6231536865234,99.203369140625,99.5995483398438,99.7221527099609,99.467041015625,102.475921630859,103.15641784668,102.339576721191,102.906867980957,102.578689575195,102.343780517578,100.766311645508,99.3766784667969,100.133522033691,99.480583190918,100.954063415527,99.3092575073242,97.8518295288086,96.6142196655273,96.3153915405273,93.7872924804688,94.6022796630859
Caribbean small states,secondary_female,84.1384582519531,85.4113006591797,86.253303527832,85.5014877319336,87.184928894043,87.0105285644531,88.0535583496094,89.0260162353516,90.3264465332031,90.5165176391602,92.3794174194336,93.7695693969727,92.6677703857422,90.9500732421875,91.1048202514648,89.8365783691406,91.5283126831055,90.4940338134766,89.5968170166016,90.3829193115234,88.2120513916016,88.1179504394531,86.8843231201172,87.5298004150391,87.1795120239258
Central Europe and the Baltics,secondary,92.1335372924805,93.7049789428711,95.392578125,96.852180480957,93.5608062744141,94.5363998413086,95.9759368896484,95.5907974243164,97.9198989868164,99.637321472168,100.192092895508,100.422637939453,99.4697265625,104.638191223145,103.411109924316,102.259826660156,101.328056335449,101.303939819336,101.131561279297,100.450477600098,102.24365234375,101.30696105957,100.121192932129,99.31640625,99.31640625
Central Europe and the Baltics,secondary_male,92.1082305908203,93.786750793457,95.5965270996094,97.2885437011719,93.2562408447266,94.5313568115234,96.1530990600586,95.8490295410156,98.1455078125,99.8151092529297,100.541450500488,101.038589477539,100.062461853027,105.594856262207,104.219779968262,102.878059387207,101.911033630371,101.64916229248,101.411117553711,100.539123535156,102.082901000977,101.352569580078,100.254936218262,99.2935485839844,99.2935485839844
Central Europe and the Baltics,tertiary,39.194709777832,43.7403717041016,48.1001586914062,51.3497581481934,54.1560592651367,57.1709289550781,60.1693992614746,63.0291404724121,67.3870162963867,70.2542572021484,71.1350784301758,69.3709716796875,67.0797119140625,65.7614822387695,64.334602355957,63.5147018432617,63.742748260498,64.2809066772461,64.793212890625,65.126091003418,65.5949325561523,67.2225112915039,69.6117095947266,68.5388870239258,68.5388870239258
Central Europe and the Baltics,primary,101.966423034668,102.447143554688,102.622337341309,102.354553222656,102.430068969727,101.762031555176,101.207992553711,100.405372619629,99.5227584838867,99.5862808227539,99.6034774780273,99.4442825317383,99.617431640625,98.5211563110352,97.7520599365234,96.9002227783203,96.1736373901367,95.9559783935547,95.3262329101562,95.8953704833984,91.6844635009766,96.9336395263672,97.0465393066406,98.6306610107422,98.6306533813477
Central Europe and the Baltics,primary_female,101.230102539062,101.680480957031,101.874359130859,101.593002319336,101.734359741211,101.095039367676,100.647789001465,99.8712463378906,98.9668731689453,99.1035003662109,99.2044906616211,99.1384887695312,99.4559173583984,98.3580932617188,97.6185073852539,96.813720703125,96.0527114868164,95.7740707397461,94.9658432006836,95.494743347168,90.9875564575195,96.4901809692383,96.8206787109375,98.4241027832031,98.4241027832031
Central Europe and the Baltics,tertiary_female,44.5326881408691,50.1668586730957,55.3476982116699,59.0544891357422,62.3800888061523,66.1166076660156,70.027946472168,73.5723266601562,79.1733703613281,82.777099609375,84.6587905883789,82.8873977661133,79.5852432250977,77.9552383422852,75.8191833496094,74.5523834228516,74.6324691772461,75.0880737304688,75.7572326660156,76.5125274658203,76.880500793457,79.0009002685547,82.4941101074219,80.9399871826172,80.9399871826172
Central Europe and the Baltics,secondary_female,92.1599731445312,93.6195373535156,95.179328918457,96.3957214355469,93.8796615600586,94.5416717529297,95.7903518676758,95.3202819824219,97.6833877563477,99.450798034668,99.8252182006836,99.7757720947266,98.8466262817383,103.632446289062,102.559707641602,101.608428955078,100.713256835938,100.939628601074,100.836486816406,100.356903076172,102.413429260254,101.258842468262,99.9802322387695,99.3405303955078,99.3405303955078
Central Europe and the Baltics,tertiary_male,34.0675811767578,37.5679016113281,41.1492118835449,43.9514198303223,46.2564086914062,48.5791397094727,50.7157516479492,52.9135398864746,56.1100387573242,58.3087615966797,58.2533416748047,56.5081100463867,55.1781196594238,54.1768188476562,53.4068794250488,52.98876953125,53.3413696289062,53.9309997558594,54.2987098693848,54.2820816040039,54.8912315368652,56.0669784545898,57.3701400756836,56.7125587463379,56.7125587463379
Central Europe and the Baltics,primary_male,102.667961120605,103.177978515625,103.335411071777,103.081001281738,103.093521118164,102.397422790527,101.740852355957,100.913093566895,100.050407409668,100.044219970703,99.9816284179688,99.7339324951172,99.7704772949219,98.6756362915039,97.8785629272461,96.9821701049805,96.2883834838867,96.128791809082,95.6685104370117,96.2755737304688,92.3451538085938,97.3538131713867,97.2602462768555,98.8263168334961,98.8263092041016
China,tertiary,7.57777976989746,9.28069019317627,11.8050804138184,14.513970375061,16.9004402160644,18.6565208435059,20.5667705535889,21.4715595245361,21.8667392730713,23.2886295318604,25.2883066277701,26.7875039907406,29.3081906903292,32.7191603158803,43.7110051016854,47.1192619330726,49.309077375597,51.0678812273407,53.3987984572814,56.6050917923292,61.6124675996947,66.8186077597542,71.5799465086024,74.5933014618366,76.8757843123403
Cuba,primary_male,105.225883483887,105.157386779785,105.839393615723,104.778030395508,105.306442260742,105.058387756348,104.528831481934,103.501152038574,102.052337646484,102.389190673828,102.166180805122,101.875106620922,102.404842631681,102.089503462081,106.140281677246,106.647659301758,105.946006774902,105.517730712891,104.561073303223,102.144667834481,102.49543693027,102.169627895933,101.190080829265,99.8927081369193,98.5800892127504
